,0,1,2,3,4
281,,"Yurtdışındaki İşletmeye İlişkin Yatırım Riskinden Korunma Kazançları (Kayıpları), Vergi Etkisi",,,
282,"Yurtdışındaki İşletmeye İlişkin Yatırım Riskinden Korunma Kazançları (Kayıpları), Vergi Etkisi",,,,
283,,"Opsiyonların Zaman Değerindeki Değişikliklere İlişkin Diğer Kapsamlı Gelir, Vergi Etkisi",,,
284,"Opsiyonların Zaman Değerindeki Değişikliklere İlişkin Diğer Kapsamlı Gelir, Vergi Etkisi",,,,
285,,"Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişikliklere İlişkin Diğer Kapsamlı Gelir, Vergi Etkisi",,,
286,"Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişikliklere İlişkin Diğer Kapsamlı Gelir, Vergi Etkisi",,,,
287,,"Yabancı Para Alım Satım Marjlarındaki Değişikliklere İlişkin Diğer Kapsamlı Gelir, Vergi Etkisi",,,
288,"Yabancı Para Alım Satım Marjlarındaki Değişikliklere İlişkin Diğer Kapsamlı Gelir, Vergi Etkisi",,,,
289,,"Özkaynak Yöntemiyle Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Sınıflandırılacak Paylar, Vergi Etkisi",,,
290,"Özkaynak Yöntemiyle Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Sınıflandırılacak Paylar, Vergi Etkisi",,,,
291,,"Diğer Kar veya Zarar Olarak Yeniden Sınıflandırılacak Diğer Kapsamlı Gelir Unsurları, Vergi Etkisi",,,
292,"Diğer Kar veya Zarar Olarak Yeniden Sınıflandırılacak Diğer Kapsamlı Gelir Unsurları, Vergi Etkisi",,,,
293,,DİĞER KAPSAMLI GELİR (GİDER),,385.281.939,23.466.764
294,DİĞER KAPSAMLI GELİR (GİDER),,,,
295,,TOPLAM KAPSAMLI GELİR (GİDER),,2.212.291.350,541.147.921
296,TOPLAM KAPSAMLI GELİR (GİDER),,,,
297,,Toplam Kapsamlı Gelirin Dağılımı,,,
298,Toplam Kapsamlı Gelirin Dağılımı,,,,
299,,Kontrol Gücü Olmayan Paylar,,0,
300,Kontrol Gücü Olmayan Paylar,,,,
301,,Ana Ortaklık Payları,,2.212.291.350,541.147.921
302,Ana Ortaklık Payları,,,,
