,LEVEL1,LEVEL2,LEVEL3,TARİH,DEĞER
563,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Çevrim Farkları,31.12.2022,
564,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kazançlar (Kayıplar),31.12.2022,
565,KAYNAKLAR,ÖZKAYNAKLAR,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler (Giderler),31.12.2022,-3.068.724
566,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Çevrim Farkları,31.12.2022,1.674.943
567,KAYNAKLAR,ÖZKAYNAKLAR,Riskten Korunma Kazançları (Kayıpları),31.12.2022,-4.881.384
568,KAYNAKLAR,ÖZKAYNAKLAR,Nakit Akış Riskinden Korunma Kazançları (Kayıpları),31.12.2022,-4.881.384
569,KAYNAKLAR,ÖZKAYNAKLAR,Yurtdışındaki İşletmeye İlişkin Yatırım Riskinden Korunma Kazançları (Kayıpları),31.12.2022,
570,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Riskten Korunma Kazançları (Kayıpları),31.12.2022,
571,KAYNAKLAR,ÖZKAYNAKLAR,Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),31.12.2022,137.717
572,KAYNAKLAR,ÖZKAYNAKLAR,Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları),31.12.2022,
573,KAYNAKLAR,ÖZKAYNAKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklardan Kazançlar (Kayıplar),31.12.2022,137.717
574,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),31.12.2022,
575,KAYNAKLAR,ÖZKAYNAKLAR,Opsiyonların Zaman Değerindeki Değişiklikler,31.12.2022,
576,KAYNAKLAR,ÖZKAYNAKLAR,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler,31.12.2022,
577,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Alım Satım Marjlarındaki Değişiklikler,31.12.2022,
578,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar/Zararda Sınıflandırılacak Paylar,31.12.2022,
579,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kazançlar (Kayıplar),31.12.2022,
580,KAYNAKLAR,ÖZKAYNAKLAR,Kardan Ayrılan Kısıtlanmış Yedekler,31.12.2022,1.420.763
581,KAYNAKLAR,ÖZKAYNAKLAR,Sermayeye Eklenecek Gayrimenkul veya İştirak Satış Kazancı,31.12.2022,
582,KAYNAKLAR,ÖZKAYNAKLAR,Yasal Yedekler,31.12.2022,1.420.763
583,KAYNAKLAR,ÖZKAYNAKLAR,Geri Alınan Paylara İlişkin Yedekler,31.12.2022,
584,KAYNAKLAR,ÖZKAYNAKLAR,Girişim Sermayesi Fonu,31.12.2022,
585,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kısıtlanmış Yedekler,31.12.2022,
586,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Özkaynak Payları,31.12.2022,
587,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yedekler,31.12.2022,
588,KAYNAKLAR,ÖZKAYNAKLAR,Ödenen Kar Payı Avansları (Net) (-),31.12.2022,
589,KAYNAKLAR,ÖZKAYNAKLAR,Geçmiş Yıllar Karları veya Zararları,31.12.2022,5.057.387
590,KAYNAKLAR,ÖZKAYNAKLAR,Net Dönem Karı veya Zararı,31.12.2022,18.613.943
591,KAYNAKLAR,ÖZKAYNAKLAR,Kontrol Gücü Olmayan Paylar,31.12.2022,
592,KAYNAKLAR,ÖZKAYNAKLAR,TOPLAM ÖZKAYNAKLAR,31.12.2022,21.402.174
593,KAYNAKLAR,,TOPLAM KAYNAKLAR,31.12.2022,96.052.247
,LEVEL1,LEVEL2,LEVEL3,TARİH,DEĞER
0,,,Finansal Durum Tablosu (Bilanço),31.03.2023,
1,VARLIKLAR,,Varlıklar,31.03.2023,
2,VARLIKLAR,DÖNEN VARLIKLAR,DÖNEN VARLIKLAR,31.03.2023,
3,VARLIKLAR,DÖNEN VARLIKLAR,Nakit ve Nakit Benzerleri,31.03.2023,21.285.347
4,VARLIKLAR,DÖNEN VARLIKLAR,Gayrimenkul Projeleri Kapsamında Açılan Nakit Hesapları,31.03.2023,
5,VARLIKLAR,DÖNEN VARLIKLAR,Finansal Yatırımlar,31.03.2023,
6,VARLIKLAR,DÖNEN VARLIKLAR,Kullanımı Kısıtlı Banka Bakiyeleri,31.03.2023,
7,VARLIKLAR,DÖNEN VARLIKLAR,Vadeli Mevduatlar,31.03.2023,
8,VARLIKLAR,DÖNEN VARLIKLAR,Satılmaya Hazır Finansal Varlıklar,31.03.2023,
9,VARLIKLAR,DÖNEN VARLIKLAR,Vadeye Kadar Elde Tutulacak Finansal Yatırımlar,31.03.2023,
10,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Finansal Varlıklar,31.03.2023,
11,VARLIKLAR,DÖNEN VARLIKLAR,Alım Satım Amaçlı Elde Tutulan Finansal Varlıklar,31.03.2023,
12,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak Ölçülen Diğer Finansal Varlıklar,31.03.2023,
13,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Olarak Sınıflandırılan Finansal Varlıklar,31.03.2023,
14,VARLIKLAR,DÖNEN VARLIKLAR,Yatırım Riski Hayat Poliçesi Sahiplerine Ait Finansal Yatırımlar,31.03.2023,
15,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklar,31.03.2023,
16,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılarak Ölçülen Finansal Varlıklar,31.03.2023,
17,VARLIKLAR,DÖNEN VARLIKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlar,31.03.2023,
18,VARLIKLAR,DÖNEN VARLIKLAR,İtfa Edilmiş Maliyetiyle Ölçülen Finansal Varlıklar,31.03.2023,
19,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Finansal Yatırımlar,31.03.2023,
20,VARLIKLAR,DÖNEN VARLIKLAR,Teminata Verilen Finansal Varlıklar,31.03.2023,
21,VARLIKLAR,DÖNEN VARLIKLAR,Ticari Alacaklar,31.03.2023,25.226.730
22,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Ticari Alacaklar,31.03.2023,15.617.518
23,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Ticari Alacaklar,31.03.2023,9.609.212
24,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden Alacaklar,31.03.2023,
25,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Taraflardan Alacaklar,31.03.2023,
26,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflardan Alacaklar,31.03.2023,
27,VARLIKLAR,DÖNEN VARLIKLAR,Türkiye Cumhuriyet Merkez Bankası Hesabı,31.03.2023,
28,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Alacaklar,31.03.2023,317.612
29,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Diğer Alacaklar,31.03.2023,181.693
30,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Alacaklar,31.03.2023,135.919
31,VARLIKLAR,DÖNEN VARLIKLAR,Müşteri Sözleşmelerinden Doğan Varlıklar,31.03.2023,
32,VARLIKLAR,DÖNEN VARLIKLAR,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Varlıkları,31.03.2023,
33,VARLIKLAR,DÖNEN VARLIKLAR,Mal ve Hizmet Satışlarından Doğan Sözleşme Varlıkları,31.03.2023,
34,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Sözleşme Varlıkları,31.03.2023,
35,VARLIKLAR,DÖNEN VARLIKLAR,İmtiyaz Sözleşmelerine İlişkin Finansal Varlıklar,31.03.2023,
36,VARLIKLAR,DÖNEN VARLIKLAR,Türev Araçlar,31.03.2023,
37,VARLIKLAR,DÖNEN VARLIKLAR,Alım Satım Amaçlı Türev Araçlar,31.03.2023,
38,VARLIKLAR,DÖNEN VARLIKLAR,Riskten Korunma Amaçlı Türev Araçlar,31.03.2023,
39,VARLIKLAR,DÖNEN VARLIKLAR,Stoklar,31.03.2023,17.456.947
40,VARLIKLAR,DÖNEN VARLIKLAR,Proje Halindeki Stoklar,31.03.2023,
41,VARLIKLAR,DÖNEN VARLIKLAR,Canlı Varlıklar,31.03.2023,
42,VARLIKLAR,DÖNEN VARLIKLAR,Peşin Ödenmiş Giderler,31.03.2023,962.537
43,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflara Peşin Ödenmiş Giderler,31.03.2023,
44,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflara Peşin Ödenmiş Giderler,31.03.2023,
45,VARLIKLAR,DÖNEN VARLIKLAR,Ertelenmiş Sigortacılık Üretim Giderleri,31.03.2023,
46,VARLIKLAR,DÖNEN VARLIKLAR,Cari Dönem Vergisiyle İlgili Varlıklar,31.03.2023,0
47,VARLIKLAR,DÖNEN VARLIKLAR,Nakit Dışı Serbest Kullanılabilir Teminatlar,31.03.2023,
48,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Dönen Varlıklar,31.03.2023,3.130.344
49,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Diğer Dönen Varlıklar,31.03.2023,
50,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Dönen Varlıklar,31.03.2023,
51,VARLIKLAR,DÖNEN VARLIKLAR,ARA TOPLAM,31.03.2023,68.379.517
52,VARLIKLAR,DÖNEN VARLIKLAR,Satış Amaçlı Sınıflandırılan Duran Varlıklar,31.03.2023,
53,VARLIKLAR,DÖNEN VARLIKLAR,Ortaklara Dağıtılmak Üzere Elde Tutulan Duran Varlıklar,31.03.2023,
54,VARLIKLAR,DÖNEN VARLIKLAR,TOPLAM DÖNEN VARLIKLAR,31.03.2023,68.379.517
55,VARLIKLAR,DURAN VARLIKLAR,DURAN VARLIKLAR,31.03.2023,
56,VARLIKLAR,DURAN VARLIKLAR,Finansal Yatırımlar,31.03.2023,129.014
57,VARLIKLAR,DURAN VARLIKLAR,Kullanımı Kısıtlı Banka Bakiyeleri,31.03.2023,
58,VARLIKLAR,DURAN VARLIKLAR,Vadeli Mevduatlar,31.03.2023,
59,VARLIKLAR,DURAN VARLIKLAR,Satılmaya Hazır Finansal Yatırımlar,31.03.2023,
60,VARLIKLAR,DURAN VARLIKLAR,Vadeye Kadar Elde Tutulacak Finansal Yatırımlar,31.03.2023,
61,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Finansal Varlıklar,31.03.2023,
62,VARLIKLAR,DURAN VARLIKLAR,Alım Satım Amaçlı Elde Tutulan Finansal Varlıklar,31.03.2023,
63,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak Ölçülen Diğer Finansal Varlıklar,31.03.2023,
64,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Olarak Sınıflandırılan Finansal Varlıklar,31.03.2023,
65,VARLIKLAR,DURAN VARLIKLAR,Yatırım Riski Hayat Poliçesi Sahiplerine Ait Finansal Yatırımlar,31.03.2023,
66,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklar,31.03.2023,
67,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılarak Ölçülen Finansal Varlıklar,31.03.2023,
68,VARLIKLAR,DURAN VARLIKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlar,31.03.2023,
69,VARLIKLAR,DURAN VARLIKLAR,İtfa Edilmiş Maliyetiyle Ölçülen Finansal Varlıklar,31.03.2023,
70,VARLIKLAR,DURAN VARLIKLAR,Diğer Finansal Yatırımlar,31.03.2023,
71,VARLIKLAR,DURAN VARLIKLAR,"İştirakler, İş Ortaklıkları ve Bağlı Ortaklıklardaki Yatırımlar",31.03.2023,58.000
72,VARLIKLAR,DURAN VARLIKLAR,Ticari Alacaklar,31.03.2023,16.959
73,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflardan Ticari Alacaklar,31.03.2023,
74,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflardan Ticari Alacaklar,31.03.2023,16.959
75,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden Alacaklar,31.03.2023,
76,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Taraflardan Alacaklar,31.03.2023,
77,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflardan Alacaklar,31.03.2023,
78,VARLIKLAR,DURAN VARLIKLAR,Diğer Alacaklar,31.03.2023,1.154.494
79,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflardan Diğer Alacaklar,31.03.2023,1.154.494
80,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Alacaklar,31.03.2023,
81,VARLIKLAR,DURAN VARLIKLAR,Müşteri Sözleşmelerinden Doğan Varlıklar,31.03.2023,
82,VARLIKLAR,DURAN VARLIKLAR,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Varlıkları,31.03.2023,
83,VARLIKLAR,DURAN VARLIKLAR,Mal ve Hizmet Satışlarından Doğan Sözleşme Varlıkları,31.03.2023,
84,VARLIKLAR,DURAN VARLIKLAR,Diğer Sözleşme Varlıkları,31.03.2023,
85,VARLIKLAR,DURAN VARLIKLAR,İmtiyaz Sözleşmelerine İlişkin Finansal Varlıklar,31.03.2023,
86,VARLIKLAR,DURAN VARLIKLAR,Türev Araçlar,31.03.2023,395.815
87,VARLIKLAR,DURAN VARLIKLAR,Alım Satım Amaçlı Türev Araçlar,31.03.2023,
88,VARLIKLAR,DURAN VARLIKLAR,Riskten Korunma Amaçlı Türev Araçlar,31.03.2023,
89,VARLIKLAR,DURAN VARLIKLAR,Stoklar,31.03.2023,
90,VARLIKLAR,DURAN VARLIKLAR,Özkaynak Yöntemiyle Değerlenen Yatırımlar,31.03.2023,
91,VARLIKLAR,DURAN VARLIKLAR,Canlı Varlıklar,31.03.2023,
92,VARLIKLAR,DURAN VARLIKLAR,Yatırım Amaçlı Gayrimenkuller,31.03.2023,
93,VARLIKLAR,DURAN VARLIKLAR,Proje Halindeki Yatırım Amaçlı Gayrimenkuller,31.03.2023,
94,VARLIKLAR,DURAN VARLIKLAR,Maddi Duran Varlıklar,31.03.2023,21.639.775
95,VARLIKLAR,DURAN VARLIKLAR,Arazi ve Arsalar,31.03.2023,
96,VARLIKLAR,DURAN VARLIKLAR,Yeraltı ve Yerüstü Düzenlemeleri,31.03.2023,
97,VARLIKLAR,DURAN VARLIKLAR,Binalar,31.03.2023,
98,VARLIKLAR,DURAN VARLIKLAR,"Tesis, Makine ve Cihazlar",31.03.2023,
99,VARLIKLAR,DURAN VARLIKLAR,Taşıtlar,31.03.2023,
100,VARLIKLAR,DURAN VARLIKLAR,Mobilya ve Demirbaşlar,31.03.2023,
101,VARLIKLAR,DURAN VARLIKLAR,Özel Maliyetler,31.03.2023,
102,VARLIKLAR,DURAN VARLIKLAR,Taşıyıcı Bitkiler,31.03.2023,
103,VARLIKLAR,DURAN VARLIKLAR,Özel Tükenmeye Tabi Varlıklar,31.03.2023,
104,VARLIKLAR,DURAN VARLIKLAR,Yapılmakta Olan Yatırımlar,31.03.2023,
105,VARLIKLAR,DURAN VARLIKLAR,Faaliyet Kiralamasına Konu Varlıklar,31.03.2023,
106,VARLIKLAR,DURAN VARLIKLAR,Diğer Maddi Duran Varlıklar,31.03.2023,
107,VARLIKLAR,DURAN VARLIKLAR,Kullanım Hakkı Varlıkları,31.03.2023,147.750
108,VARLIKLAR,DURAN VARLIKLAR,Maddi Olmayan Duran Varlıklar,31.03.2023,8.008.328
109,VARLIKLAR,DURAN VARLIKLAR,Şerefiye,31.03.2023,525.778
110,VARLIKLAR,DURAN VARLIKLAR,İmtiyaz Sözleşmelerinden Doğan Haklar,31.03.2023,
111,VARLIKLAR,DURAN VARLIKLAR,Diğer Haklar,31.03.2023,
112,VARLIKLAR,DURAN VARLIKLAR,Patentler,31.03.2023,
113,VARLIKLAR,DURAN VARLIKLAR,Markalar,31.03.2023,
114,VARLIKLAR,DURAN VARLIKLAR,Lisanslar,31.03.2023,
115,VARLIKLAR,DURAN VARLIKLAR,Bilgisayar Yazılımları,31.03.2023,
116,VARLIKLAR,DURAN VARLIKLAR,Aktifleştirilen Geliştirme Maliyetleri,31.03.2023,
117,VARLIKLAR,DURAN VARLIKLAR,Diğer Maddi Olmayan Duran Varlıklar,31.03.2023,7.482.550
118,VARLIKLAR,DURAN VARLIKLAR,Peşin Ödenmiş Giderler,31.03.2023,7.427.560
119,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflara Peşin Ödenmiş Giderler,31.03.2023,
120,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflara Peşin Ödenmiş Giderler,31.03.2023,
121,VARLIKLAR,DURAN VARLIKLAR,Ertelenmiş Vergi Varlığı,31.03.2023,7.423.445
122,VARLIKLAR,DURAN VARLIKLAR,Cari Dönem Vergisiyle İlgili Duran Varlıklar,31.03.2023,
123,VARLIKLAR,DURAN VARLIKLAR,Nakit Dışı Serbest Kullanılabilir Teminatlar,31.03.2023,
124,VARLIKLAR,DURAN VARLIKLAR,Diğer Duran Varlıklar,31.03.2023,
125,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflara İlişkin Diğer Duran Varlıklar,31.03.2023,
126,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflara İlişkin Diğer Duran Varlıklar,31.03.2023,
127,VARLIKLAR,DURAN VARLIKLAR,TOPLAM DURAN VARLIKLAR,31.03.2023,46.401.140
128,VARLIKLAR,,TOPLAM VARLIKLAR,31.03.2023,114.780.657
129,KAYNAKLAR,,KAYNAKLAR,31.03.2023,
130,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,KISA VADELİ YÜKÜMLÜLÜKLER,31.03.2023,
131,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kısa Vadeli Borçlanmalar,31.03.2023,10.985.160
132,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflardan Kısa Vadeli Borçlanmalar,31.03.2023,
133,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,31.03.2023,
134,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,31.03.2023,
135,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,31.03.2023,
136,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Kısa Vadeli Borçlanmalar,31.03.2023,
137,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflardan Kısa Vadeli Borçlanmalar,31.03.2023,10.985.160
138,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,31.03.2023,10.985.160
139,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,31.03.2023,
140,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,31.03.2023,
141,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Kısa Vadeli Borçlanmalar,31.03.2023,
142,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,31.03.2023,5.578.645
143,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflardan Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,31.03.2023,
144,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,31.03.2023,
145,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,31.03.2023,
146,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,31.03.2023,
147,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,31.03.2023,
148,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflardan Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,31.03.2023,5.578.645
149,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,31.03.2023,5.509.234
150,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,31.03.2023,69.411
151,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,31.03.2023,
152,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,31.03.2023,
153,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Finansal Yükümlülükler,31.03.2023,
154,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Yükümlülükleri,31.03.2023,
155,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Finansal Teminat Sözleşmeleri,31.03.2023,
156,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Muhtelif Finansal Yükümlülükler,31.03.2023,
157,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Ticari Borçlar,31.03.2023,38.666.513
158,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Ticari Borçlar,31.03.2023,6.300.776
159,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Ticari Borçlar,31.03.2023,32.365.737
160,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden Borçlar,31.03.2023,
161,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden İlişkili Taraflara Borçlar,31.03.2023,
162,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflara Borçlar,31.03.2023,
163,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Çalışanlara Sağlanan Faydalar Kapsamında Borçlar,31.03.2023,1.328.781
164,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Borçlar,31.03.2023,924.917
165,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Diğer Borçlar,31.03.2023,0
166,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Diğer Borçlar,31.03.2023,924.917
167,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Müşteri Sözleşmelerinden Doğan Yükümlülükler,31.03.2023,
168,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Yükümlülükleri,31.03.2023,
169,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Mal ve Hizmet Satışlarından Doğan Sözleşme Yükümlülükleri,31.03.2023,
170,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Sözleşme Yükümlülükleri,31.03.2023,
171,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Özkaynak Yöntemiyle Değerlenen Yatırımlardan Yükümlülükler,31.03.2023,
172,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Türev Araçlar,31.03.2023,61.707
173,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Alım Satım Amaçlı Türev Araçlar,31.03.2023,
174,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Riskten Korunma Amaçlı Türev Araçlar,31.03.2023,
175,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Devlet Teşvik ve Yardımları,31.03.2023,
176,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),31.03.2023,175.408
177,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),31.03.2023,
178,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflardan Ertelenmiş Gelirler (Müşteri Sözleşmelerinden Doğan Yükümlülüklerin Dışında Kalanlar),31.03.2023,
179,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Dönem Karı Vergi Yükümlülüğü,31.03.2023,1.655.868
180,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kısa Vadeli Karşılıklar,31.03.2023,624.069
181,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Çalışanlara Sağlanan Faydalara İlişkin Kısa Vadeli Karşılıklar,31.03.2023,
182,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Sigortacılık Teknik Karşılıkları,31.03.2023,
183,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Kısa Vadeli Karşılıklar,31.03.2023,624.069
184,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Kısa Vadeli Yükümlülükler,31.03.2023,
185,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Diğer Kısa Vadeli Yükümlülükler,31.03.2023,
186,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Diğer Kısa Vadeli Yükümlülükler,31.03.2023,
187,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,ARA TOPLAM,31.03.2023,60.001.068
188,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Satış Amaçlı Sınıflandırılan Varlık Gruplarına İlişkin Yükümlülükler,31.03.2023,
189,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Ortaklara Dağıtılmak Üzere Elde Tutulan Varlık Gruplarına İlişkin Yükümlülükler,31.03.2023,
190,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,TOPLAM KISA VADELİ YÜKÜMLÜLÜKLER,31.03.2023,60.001.068
